volumn	time
1105	112.67
1098	149.56
1113	149.38
1161	143.9
1076	114.45
1121	75.92
1100	153.31
1077	153.49
1040	154.32
1043	196.13
1059	227.19
1033	231.26
1085	153.82
1091	112.13
1105	187.49
1040	235.69
1039	156.63
1048	76.9
1093	113.9
1057	112.7
1011	118.3
1027	196.16
1054	154.02
1043	150.98
1075	3837.57
980	78.51
930	80.72
905	208.15
1008	118.63
1056	114.46
1028	113.6
922	81.82
943	163.96
1010	75.97
1028	232.18
987	159.11
1046	153.37
919	120.35
988	159.08
1004	78.7
995	158.15
994	116.31
1027	198.91
1026	161.19
945	160.88
993	82.16
901	121.5
920	168.68
986	161.93
973	82.22
918	123.27
959	77.61
881	214.02
922	163.02
812	78.87
846	127.98
870	172.31
932	121.98
942	75.25
967	124.77
918	118.72
970	202.89
960	119.29
942	209.21
1047	76.83
1011	115.55
1085	81.37
963	80.16
934	120.31
881	78.8
953	75.72
1012	80.52
969	117.43
1007	114.62
922	163.35
915	79.84
939	161.25
996	115.72
936	75.13
927	78.24
995	78.5
975	204.07
956	118.78
1021	116.9
965	4261
938	164.5
1021	120.43
981	159.39
903	76.22
1037	192.79
951	164
1010	118.83
932	122.19
951	78.03
953	118.39
965	75.02
996	158.89
992	119.56
1042	115.43
940	79.6
1018	156.35
994	119.48
997	169.38
874	170.37
999	121.31
929	81.45
940	124.53
900	121.75
942	75.07
934	162.19
959	119.8
892	166.9
941	121.46
844	128.37
917	167.16
944	213.46
895	127.21
915	169.28
995	79.02
919	170.38
913	165.73
954	167.3
859	127.61
916	123.7
966	123.61
916	220.37
938	161.19
961	120.47
946	124.61
936	121.73
983	118.94
1051	156.16
975	156.91
985	117.92
912	120.21
872	78.72
926	256.83
913	122.07
829	223.03
949	212.84
969	121.64
923	161.46
957	118.78
895	122.99
940	4374.71
878	77.03
873	124.69
875	121.87
927	80.49
901	214.89
954	120.69
904	80.21
1016	118.99
1001	200.97
972	76.13
934	120.82
925	210.37
925	165.06
943	204.85
941	164.77
996	163.72
994	162.69
999	158.49
910	76.32
978	80.37
998	119.86
1043	117.26
945	168.55
1046	115.35
1075	77.45
1065	193.14
1043	121.37
1116	112.48
1106	113.85
1088	149.22
1133	151.3
1002	157.88
1042	116.2
1079	113.46
1031	153.05
1043	195.74
1153	114.34
1098	151.58
1138	113.81
1124	78.67
1096	185.23
1144	187.21
1203	210.4
1155	149.5
1204	80.26
1121	147.86
1251	75.08
1233	172.24
1171	79.78
1183	107.59
1168	76.21
1194	143.14
1167	112.64
1207	72.84
1238	139.72
1171	77.58
1199	141.32
1234	74.18
1220	142.33
1193	3462.41
1197	110.35
1152	179.04
1168	148.05
1206	145.84
1138	150.22
1107	75.36
1095	149.05
1133	80.28
1159	145.5
1185	143.55
1216	208.83
1149	146.99
1160	111.04
1177	111.49
1094	148.86
1162	75.4
1161	78.7
1198	144.97
1194	244.03
1198	110.06
1232	108.26
1130	81.64
1146	145.58
1169	75.94
1102	75.01
1139	110.6
1207	73.71
1166	143.34
1165	75.83
1169	175.31
1161	180.58
1171	110.55
1167	75.5
1108	113.21
1094	79.08
1124	77.72
1149	180.93
1125	187.31
1174	176.58
1127	151.16
1107	72.59
1179	179.92
1211	177.93
1188	77.93
1164	76.72
1218	144.31
1160	146.09
1178	110.48
1185	114.12
1180	176.53
1225	140.98
1207	175.56
1144	111.78
1138	79.2
1135	146.97
1081	77.43
1160	112.62
1202	110.56
1091	76.29
1057	3898.31
1058	115.08
1157	180.54
1143	147.44
1107	181.92
1107	111.98
1115	114.47
1199	111.85
1155	112.09
1192	144.74
1220	110.01
1183	211.75
1171	115.37
1204	108.56
1264	135.11
1265	74.72
1259	236.47
1099	110.42
1312	136.77
1239	107.57
1227	109.35
1272	138.33
1184	177.04
1240	107.42
1223	172.84
1255	106.58
1215	207.15
1219	207.67
1268	73.03
1290	140.1
1365	105.56
1282	172.05
1213	76.41
1256	139.14
1205	108.25
1366	132.04
1284	172.69
1248	107.41
1198	78.32
1221	141.08
1225	105.51
1261	137.84
1309	108.42
1207	109.75
1243	143.05
1295	168.07
1250	170.61
1270	144.64
1310	140.99
1250	111.3
1170	143.71
1286	106.39
1165	75.71
1292	106.17
1228	109.4
1207	113.01
1236	115.15
1264	107.32
1293	74.59
1263	77.67
1193	6849.11
1192	177.79
1296	200.36
1172	249.1
1156	147.62
1267	175.16
1189	179.09
1261	140.81
1235	143.05
1207	109.03
1203	110.87
1223	142.17
1183	76.92
1221	112.83
1150	75.16
1265	137.71
1161	76.62
1132	150.96
1185	212.51
1160	146.27
1167	146.35
1149	114.01
1167	110.35
1121	113.52
1068	113.24
1175	109.08
1112	79.48
1107	113.17
1159	75.85
1149	111.23
1196	77.16
1216	111.24
1202	176.6
1175	145.79
1225	112.48
1184	108.84
1142	148.53
1192	143.81
1108	187.13
1180	109.82
1130	149.6
1174	112.48
1166	145.23
1164	146.1
1226	77.46
1208	147.33
1257	208.18
1272	202.3
1189	174.33
1137	112.02
1121	114
1168	110.09
1119	112.36
1179	110.97
1142	149.52
1124	183.64
1150	145.79
1173	106.91
1154	182.1
1136	112.71
1122	7277.9
1147	76.15
1126	184.84
1058	112.45
1043	115.47
1141	145.5
1175	111.78
1142	111.94
1230	206.79
1269	108.37
1236	141.49
1246	142.9
1175	112.4
1203	74.74
1168	75.1
1280	138.95
1222	208.35
1229	140.3
1182	107.83
1181	143.59
1203	112.36
1209	212.34
1149	181.54
1148	182.22
1130	184.77
1198	112.52
1137	112.95
1208	75.09
1157	180.32
1119	184.5
1187	110.75
1143	146.55
1087	76.43
1114	113.6
1076	226.27
1141	143.21
1179	177.33
1191	114.17
1175	147.62
1215	143.64
1138	75.95
1171	149.42
1146	146.42
1150	145.76
1107	151.35
1124	180.94
1125	109.92
1189	107.84
1171	109.43
1119	147.25
1134	112.62
1150	110.91
1221	142.37
1123	217.41
1065	148.02
1121	109.25
1094	187.04
1093	150.49
1064	79.19
1043	229.85
964	82.65
984	129.56
957	78.71
1003	78.5
1005	156.3
982	243.54
911	166.14
1014	156.96
1007	162.12
1001	116.38
970	79.75
990	120.75
986	118.14
1003	121.89
953	119.35
949	77.98
921	124.72
987	159.63
993	77.48
1034	117.56
1016	117.94
945	81.6
993	83.19
927	124.74
882	121.36
948	120.38
884	124.51
932	165.22
890	126.3
954	203.24
940	166.41
913	80.49
914	172.26
901	125.73
885	123.76
901	76.44
914	83.79
925	167.42
912	176.14
856	79.45
938	119.73
997	81.99
920	168.59
875	125.78
924	79.15
900	214.84
894	81.21
878	80.16
904	126.38
915	127.66
861	131.47
876	181.3
852	268.39
849	80.4
835	79.27
806	79.79
903	79.79
831	79.42
864	79.6
829	175.59
829	9826.6
816	224.6
842	174.47
796	125.35
857	127.37
837	130.95
784	80.11
794	85.09
803	128.27
850	127.92
816	82.83
815	78.11
820	176.37
854	172.04
903	213.11
770	137.7
788	134.53
774	84.16
719	189.49
853	78.79
816	129.25
786	130.27
746	79.11
813	81.21
755	81.56
752	186.49
753	186.17
761	135.67
741	83.27
704	135.2
727	137.25
692	195.24
683	140.64
735	83.3
743	84.19
762	347.05
727	195.23
755	135.1
676	84.32
710	140.7
685	145.52
703	81.47
688	201.11
722	363.05
719	136.13
701	77.87
691	196.96
699	140.95
728	193.79
693	82.98
694	82.05
674	140.01
678	198.36
702	141.74
676	85.11
649	146.61
657	145.11
646	146.12
672	145.6
648	86.97
622	84.27
599	153.21
657	204.41
659	145.33
630	144.89
628	82.06
596	150.55
576	150.85
606	87.52
571	83.35
596	88.01
569	224.64
601	82.54
623	81.25
582	81.34
571	221.48
545	227.88
576	154.32
539	151.63
575	154.99
559	80.69
535	83.67
524	159.65
528	161.94
557	85.09
531	86.04
541	81.45
565	155.1
564	222.87
550	86.54
519	82.65
496	172.88
520	85.78
577	82.07
538	163.38
545	158.13
561	84.99
516	248.64
526	163.41
453	83.85
479	86.95
505	85.51
497	83.75
538	156.71
517	173.21
454	90.57
513	326.11
489	83.23
474	168.66
442	84.7
475	85.11
436	172.88
476	167.97
438	88.87
403	95.22
409	189.12
416	97.7
406	389.15
418	192.43
419	182.08
424	87.02
433	85.47
468	169.6
377	198.53
408	188.86
403	90.46
457	176.42
460	96.12
449	356.49
386	404.5
394	95.86
369	86.73
415	90.32
413	185.49
479	176.79
393	392.13
412	86.5
385	89.54
374	200.31
398	90.37
324	214.9
344	215.49
380	92.78
369	88.21
387	102.52
342	85.89
357	85.78
335	93.8
350	203.04
332	85.83
340	204.55
338	208.41
305	87.73
326	333.52
323	210.11
324	213.74
355	200.86
369	203.34
329	206.76
321	213.76
329	221.49
306	88.62
294	92.84
276	96.83
282	231.43
305	216.35
300	99.41
276	86.83
210	97.2
262	85.61
249	85.39
238	91.21
253	90.15
222	95.31
259	244.05
214	88.64
235	259.94
222	100.48
232	98.59
237	92.06
254	16003.98
210	89.83
210	472.97
190	94.38
236	432.88
183	311.32
190	298.24
216	272.76
198	90.28
191	92.96
203	87.17
197	93.03
206	292.18
192	87.19
196	294.73
239	88.22
237	86.37
183	92.26
173	95.72
190	94.16
152	90.95
173	89.04
136	88.82
139	91.21
160	86.58
176	95.07
155	93.17
157	92.99
142	90.57
156	600.38
174	88.03
157	98.68
116	93.42
137	90.45
139	375.04
130	87.12
135	103.33
140	386.66
123	91.1
125	428.7
110	98.98
123	93.28
130	99.57
126	96.75
120	92.95
136	96.07
160	95.08
125	106.11
132	90.66
113	90.88
101	91.11
126	97.43
93	86.67
114	440.83
118	431.78
97	506.43
104	93.72
103	90.97
70	664.34
87	92.93
110	92.41
84	95.6
84	95.15
93	97.42
81	93.78
89	547.49
113	96.52
102	85.88
86	91.36
110	92.29
88	95.7
116	131.53
112	120.15
88	96.72
109	98.55
117	119.28
94	120.7
105	159.56
75	178.15
87	152.14
96	93.68
83	93.31
97	105.72
94	92.63
72	88.86
57	93.47
42	98.83
68	94.22
83	94.89
70	94.41
82	88.96
64	93.72
57	97.28
81	94.89
78	96.78
69	675.39
62	95.4
61	92.56
45	99.62
68	96.99
66	89.47
55	91.47
74	97.64
60	92.88
57	95.09
100	98.36
75	95.76
65	111.65
62	102.89
82	106.15
62	106.05
62	97.35
55	830.22
61	104.84
56	99.43
62	107.34
62	92.42
60	754.18
54	104.37
52	93.27
62	98.11
48	97.58
89	541.4
81	587.85
74	91.66
91	104.45
106	94.47
93	95.28
87	95.85
84	568.23
90	91.79
85	112.8
79	119.06
78	102.14
113	102.04
96	94.02
91	97.38
97	101.28
89	122.82
97	96.91
80	96.43
97	100.56
93	104.58
81	91.16
94	99.91
68	103.29
78	106.51
90	112.12
73	101.66
66	106.52
38	1153.29
51	101.78
50	105.56
54	107.91
62	103.69
79	103.67
75	117.76
59	108.59
47	105.68
35	90.51
66	94.12
61	99.51
78	116.47
60	110.18
58	94.12
61	100.31
71	97.54
59	108.56
43	99.6
63	101.92
60	97.05
62	104.18
48	119.08
64	95.02
63	108.24
60	98.37
41	110
50	112.22
54	100.22
32	105.91
38	90.39
44	1018.55
49	103
41	105.8
65	125.4
39	99
46	118.59
45	117.42
54	120.83
33	98.97
33	100.03
39	93.26
35	105.4
32	105.38
45	94.47
41	1082.1
50	906.82
48	933.35
43	108.35
34	97.71
25	98.24
53	96.91
47	951.06
42	98.67
31	112.35
21	110.95
37	113.73
23	95.22
31	96.03
25	95.32
48	103.1
44	101.75
30	98.63
38	98.05
41	104.46
37	101.08
40	97.75
23	105.39
27	97.19
32	93.38
31	97.1
41	96.22
33	106.52
22	92.09
45	93.87
35	104.06
19	92.89
26	97.35
36	103.31
38	94.53
37	101.78
31	95.06
47	97.21
32	97.81
19	96.47
38	94.79
18	101.94
14	2952.07
31	101.65
30	96.4
34	100.38
18	5613.11
28	102.86
31	3320.94
20	2106.55
11	214.64
24	94.71
12	69.75
18	103.22
24	97.04
27	98.04
33	96
29	95.52
22	99.64
33	89.97
32	94.59
38	128.95
28	97.32
19	97
25	111.4
28	107.71
37	105.62
35	128.46
24	119.17
19	117.95
26	98.54
11	94.64
23	96.52
16	85.94
12	85.42
16	95.13
18	85
14	93.14
20	98.05
16	98.5
36	110.28
26	96.77
25	93.56
31	90.48
21	143.67
21	101.86
28	101.39
19	98.63
10	94.7
15	99.73
17	2454.76
24	97.92
19	2207.63
33	98.73
19	100
20	96.2
11	90.91
17	108.35
12	106.58
16	108
28	114.5
12	102.17
22	107.73
15	109.87
25	113.16
19	115.05
19	131.89
28	125.32
14	98.71
19	101.89
9	102.33
15	96.13
22	103.36
32	103.5
15	121.33
13	102.77
5	100.8
21	93.43
26	139.88
22	96.23
15	101.33
16	98.75
23	93.83
17	107
26	105.08
21	99.29
18	99.83
18	107.89
18	114.22
18	114.61
16	93.38
11	104
9	85
13	95.92
18	107.83
16	100.56
20	101
20	98.7
16	93.06
26	1647.73
8	73.25
10	100.9
11	87.73
20	102.4
12	101.25
9	89.89
8	100.25
12	94.92
9	161
16	89.75
21	104.05
20	105
15	99.67
18	105.17
14	105.36
13	105.85
15	100.67
19	107.16
17	91.71
7	102
5	82
21	86.67
17	105.41
16	116.5
15	101.67
19	116.37
4	93.75
3	103
14	114.21
9	95.89
13	99.23
6	97.67
14	85.57
22	108.55
10	103.4
17	108.41
11	85.18
16	121.75
13	107.46
7	106.86
11	101.09
15	96.6
7	113.57
18	108.28
25	96.32
11	105.27
20	113.4
26	88.08
13	107.23
19	2208.16
13	111.62
13	112.77
8	82.63
20	93
19	93.26
16	2592.69
12	115.75
6	100.5
15	97.4
17	100.71
11	94.64
13	101.54
7	126.57
11	99.55
14	115.21
3	13435
15	88.07
15	121.8
8	92.25
13	111.69
6	88
16	111.94
19	94.37
13	102.69
20	97
25	102.08
22	103
6	92.33
15	89.6
14	107.21
7	91.43
17	94.12
25	92.88
14	88.43
17	106.65
9	80.33
12	85.5
18	95.44
27	88.67
12	198.83
17	210.88
15	102
7	101
12	100.58
8	92.63
23	102.26
26	113.08
18	138.33
18	113.67
25	119.76
25	98.48
22	97.59
11	94.36
22	95.68
17	93.18
10	96
26	103.08
32	97.16
18	97.33
18	106.61
22	98.73
16	103.56
26	95.73
14	101.64
26	99.27
16	101.44
13	98.08
25	113.04
15	93.8
19	91.68
20	97.65
27	110.22
21	96.71
11	102.73
18	92.56
18	96
24	124.21
31	102.42
29	104.79
13	100.08
25	102.16
23	99.3
18	111.56
28	100.29
29	100.41
25	105.84
30	102.5
45	101.22
32	133.69
37	100.22
34	128.29
32	103.63
38	106.26
43	99.79
43	1960.77
28	144388.57
28	97.36
30	95.9
30	97.73
29	99.34
41	105.39
49	95.65
58	100.16
72	101.08
64	114.59
59	95.08
61	99.56
47	96.49
32	95.81
42	93.86
41	99.24
59	111.73
54	101.35
55	103.38
42	99.88
63	104.76
49	99.63
72	99.92
74	105.16
78	97.68
80	103.99
83	100.41
67	97.58
61	116.21
85	96.55
109	472.42
110	99.52
109	100.25
117	103.94
116	100.89
114	96.4
110	101.9
123	98.55
111	97.98
120	98.88
151	98.81
119	101.09
129	98.86
109	94.56
141	100.87
130	102.75
164	339.51
147	372.86
184	96.8
147	101.51
180	103.45
179	101.06
180	97.36
198	95.18
209	96.48
194	97.2
196	304.26
198	93
195	296.96
204	91.92
219	99.42
220	95.07
206	102.85
225	278.06
208	99.72
220	465.43
221	100.44
230	277
225	101.97
251	258.86
211	92.04
262	94.43
280	98.99
286	246.02
283	94.39
294	91.87
307	101.07
318	94.53
336	95.75
327	340.25
337	93.65
318	91.77
358	101.53
393	296.02
367	206.21
398	293.24
434	189.55
391	92.68
369	202.91
359	92.76
393	98.73
422	92.16
444	185
402	191.96
420	90.21
395	86.33
397	85.71
448	90.51
444	88.07
509	172.05
493	177.59
532	314.95
543	164.92
559	94.02
545	162.78
532	88.92
552	238.38
582	84.72
505	165.62
489	89.22
570	161.46
546	89.18
632	147.06
555	156.77
587	156.19
603	85.76
613	86.37
591	90.63
673	87.55
572	83.52
682	92.59
662	87.06
635	149.13
581	224.79
628	85.65
637	84.78
602	85.82
612	216.14
606	418.45
622	145.67
645	83.87
697	140.75
667	203.92
681	139.38
694	115.24
744	140.74
708	86.25
700	196.25
729	195.83
721	79.48
717	138.4
752	135.11
756	80.95
778	86.86
755	133.59
745	192.34
752	136.63
754	81.81
789	85.44
807	230.87
846	178.07
794	361.57
841	179.14
934	125.65
866	126.95
885	123.48
803	77.77
863	124.21
852	176.92
964	123.36
928	122.42
896	77.72
897	80.6
919	167.13
977	80.58
908	125.53
951	167.58
917	128.23
905	78.57
935	121.25
932	81.4
928	84.64
932	205.27
940	121.84
972	201.32
918	82.03
922	124.34
970	119.7
966	160.15
976	120.9
970	79.13
975	79.33
960	120.58
1009	120.44
991	118.15
978	118.24
922	165.87
941	161.78
1004	156.04
1026	78.97
1019	158.49
965	158.57
1018	76.49
974	79.95
980	199.38
1034	114.75
981	119.32
1034	77.27
948	162
1066	150.53
1079	152.93
1092	149.46
1050	117.85
1020	116.95
1049	157.95
1017	159.85
1123	118.82
1108	148.83
1092	297.01
1052	153.91
1040	156.01
1004	116.56
1071	114.12
1012	116.05
1052	154.99
1122	149.84
1103	184.36
1154	148.53
1062	116.39
1057	76.99
1145	115.35
1162	111.07
1140	149.18
1173	116.93
1092	149.95
1114	114.67
1069	83.98
1109	150.58
1085	116.21
1103	114.56
1027	118.08
1091	149.73
1101	112.71
1129	77.14
1102	114.43
1101	146.75
1152	112.63
1210	144.71
1127	76.51
1122	111.54
1152	75.27
1111	114.93
1210	111.53
1163	115.61
1103	186.01
1173	215.39
1176	115.62
1174	181.09
1154	152.56
1119	78.32
1172	180.84
1109	116.23
1156	81.64
1030	235.03
1192	143.44
1128	115.38
1157	79.3
1128	119.69
1073	194.5
1146	222.49
1113	75.41
1166	180.86
1062	81.66
1131	112.83
1107	117.75
1055	115.6
1019	78.41
1065	152.56
1087	116.1
1114	221.87
1134	77.2
1125	187.12
1127	113.51
1127	220.71
1007	158.24
1033	118.72
1096	187.98
1055	78.55
1065	80.19
1058	151.15
1167	149.71
1102	153.8
1112	153.06
1088	151.5
1131	148.65
1010	117.72
992	117.4
1031	153.01
1014	235.12
1039	198.47
951	167.24
1057	157.29
953	209.53
999	121.06
1008	118.77
966	121.89
997	159.35
1054	114.46
1014	158.08
1032	155.59
1034	7896.52
1033	78.87
999	79.37
1024	156.66
963	124.83
958	122.91
975	76.29
940	121.5
989	162.76
1027	120.32
953	169.83
1031	80.31
1005	201.54
972	124.93
1039	119.58
944	163.46
963	123.49
993	121.75
993	200.11
939	161.79
985	119.05
998	118.36
991	159.95
981	119.19
910	166.01
898	168.07
944	163.09
907	81.7
912	83.89
869	172.7
922	122.85
932	78.89
992	159.17
976	80.29
955	162.77
980	84.84
1000	158.09
1061	190.52
996	156.89
966	120.69
978	80.02
971	164.03
1002	120.2
1014	120.23
965	122.71
914	77.83
958	78.55
953	127.73
908	122.43
938	206.69
911	252.88
921	123.39
942	122.16
913	78.43
903	125.44
873	122.18
971	163.73
976	162.05
943	75.44
966	83.46
911	82.42
879	81.76
1013	205.31
906	125.37
977	79.37
897	78.38
917	80.85
913	210.15
1003	161.26
1003	240.71
981	121.85
1015	84.51
981	122.16
1010	117.58
940	81.37
1031	117.71
988	164.81
992	81.45
1020	196.47
917	167.89
985	76.18
928	80.68
1026	194.48
986	120.12
983	198.24
952	121.25
951	203.87
990	119.5
944	208.42
945	121.55
968	162.05
1000	119.66
1010	80.73
1009	82.46
956	162.27
961	79.32
944	79.46
968	120.98
958	161.59
939	161.75
1013	78.95
966	77.75
957	165.71
900	211.75
938	121.65
927	166.8
951	162.9
901	123.02
904	120.38
909	122.83
909	167.58
859	126.06
923	122.63
891	171.58
955	123.28
981	282.19
902	169.38
885	216.22
905	77.96
913	165.8
897	4584.26
879	82.21
858	124.29
922	167.55
956	163.15
900	127.3
891	127.2
944	125.73
953	121.12
981	81.6
968	121.02
954	82.19
1024	79.33
998	157.5
982	203.18
965	79.7
980	121.9
970	120.36
980	207.29
969	165.29
988	81.64
989	161.34
1013	80.1
1012	163.23
979	123.22
1037	84.99
991	328.4
1021	81.77
993	82.04
1053	158.5
992	205.23
1041	80.04
966	163.61
1013	197.25
1085	116.26
1028	121.43
1040	84.91
1055	116.92
1080	191.31
1055	78.7
1120	154.31
1061	117.57
1142	185.09
1134	112.01
1125	76.2
1074	78.39
1133	118.51
1035	116.5
1133	222.05
1093	152.41
1146	77.28
1106	77.86
1096	186.67
1048	115.09
1100	152.86
1010	118.23
1062	116.53
1082	113.09
1060	156.09
1055	115.33
1119	79.51
1075	81.47
1054	79.82
1056	153.45
1069	152.87
1087	113.54
1064	155.43
1097	148.18
1069	156.67
1028	81.03
1107	77.81
988	78.22
1035	76.97
1019	194.33
1080	113.38
1028	114.9
1070	79.11
1022	81.55
1055	150.52
1098	151.36
1024	118.99
1100	115.61
1081	116.86
1031	80.16
1043	113.39
1121	148.79
1044	112.83
1009	77.79
1074	113.41
1122	76.58
1083	77.04
1085	113.7
1049	76.71
1065	151.66
982	82.73
1117	115.19
1025	116.27
968	121.6
1036	78.6
1012	116.36
1024	76.23
1026	117.54
1037	115.3
1071	114.67
1009	118.45
1072	114.16
1029	75.62
995	116.43
1085	114.98
1000	79.8
1067	150.28
1108	113.02
1018	154.38
1076	152.16
1048	156.3
1028	155.3
991	158.28
992	161.8
1023	155.76
1084	151.22
1052	79.37
1008	81.45
1033	156.11
1040	79.82
985	77.25
1034	80.39
1048	158.15
1028	159.71
1040	194.87
1023	121.32
1070	79.76
1137	115.71
1116	116.3
1089	114.14
1115	115.54
1009	155.36
1069	116.43
1076	113.13
1114	153.12
1071	152.18
1191	178.91
1212	110.39
1050	76.2
1105	185.5
1031	78.59
1004	236.64
976	121.4
1083	76.02
1115	149.7
1100	151.18
1193	146.83
1133	185.32
1093	79.34
1059	78.53
1122	76.55
1054	151.71
1091	153.41
1120	82.69
1073	154.48
1128	80.28
1158	113.67
1091	114.18
1160	115.25
1166	113.22
1115	75.3
1092	151.08
1154	220.58
1125	149.17
1154	110.37
1082	115.38
1104	113.22
1057	155.08
1085	76.02
1095	152.48
1038	154.8
1144	109.38
1097	262.16
1186	111.41
1104	114.68
1114	151.98
1019	11970.37
1080	115.96
1103	223.29
1076	113.2
1030	155.8
1049	79.58
992	198.06
1035	194.09
1090	79.12
1018	195.91
1034	233.24
1024	232.38
1021	116.32
1042	156.9
1071	114.95
1066	116.36
1017	155.9
1113	153.41
1136	110.98
1122	151.25
1119	115.51
1039	116.19
1070	193.14
1086	79.22
1010	75.67
1051	76.99
1100	117.29
1049	230.44
1015	76.73
987	77.72
970	117.81
1031	193.49
1021	196.61
966	203.42
999	275.3
1036	115.36
1037	153.51
1028	156.19
1065	169.36
1073	113.29
1081	152.33
1046	116.18
1144	148.26
1065	115.7
1104	115
1096	152.85
1047	158.96
1088	76.71
1104	115.29
1064	117.8
1065	115.51
1103	118.67
1026	81.19
1049	79.84
948	203.49
973	161.41
972	78.91
1009	199.61
1026	272.3
1034	155.43
1025	78.44
1022	80.06
985	80.78
979	120.28
1021	158.84
991	160.96
958	165.93
1053	120.16
1096	187.29
1075	119.19
1025	79.98
1078	118.92
1030	237.29
1071	116.72
1054	200.68
999	237.8
1107	151.06
956	123.61
1060	227.57
1026	80.02
1137	113.8
1058	120.1
1027	120.7
1054	229.57
1053	78.59
928	204.4
981	240.32
1032	116.12
1016	79.89
970	159.79
1060	155.35
1043	117.39
1047	121.24
1016	196.88
992	160.78
983	120.83
988	122.4
991	81.23
1003	75.73
1036	154.54
1023	119.62
1002	78.42
970	80.9
1099	151.04
1018	118.37
1057	155.3
1022	81.99
935	207.69
992	117.85
944	119.13
1010	77.8
1076	118.94
1028	157.17
1015	81.93
966	159.66
978	159.19
943	252.25
947	122.19
980	159.19
951	163.39
878	13886.2
906	126.03
911	175.15
885	86.69
949	80.71
862	78.98
809	128.29
859	80.42
934	121.82
822	83.4
840	131.83
943	218.39
876	170.86
872	80.1
935	78.77
898	211.89
918	123.82
886	77.82
867	171.02
925	208.87
888	128.15
888	126.56
897	125.28
820	177.61
779	134.16
760	187.6
791	132.32
792	235.95
828	182.59
796	135.87
805	182.83
747	132.86
677	82.57
801	81.14
785	284.43
754	79.91
790	179.79
766	134.63
755	135.5
785	135.27
794	188.63
764	83.03
712	81.23
705	137.17
734	137.67
762	134.19
786	135.8
726	85.37
702	81.77
740	189.96
738	132.31
740	137.09
715	137.54
711	82.75
779	82.55
671	83.49
675	199.28
710	136.93
719	195.72
682	203.66
639	12731.52
775	138.4
749	139.35
719	82.77
716	81.47
698	201.97
697	140.05
704	84.29
708	198.9
709	89.43
700	82.02
695	288.37
736	139.13
718	194.48
703	81.47
690	201.39
697	81.37
713	193.67
642	80.79
667	141.29
685	80.52
678	141.4
642	144.29
720	134.94
666	261.33
682	137.73
627	145.8
651	81.15
620	146.69
622	147.05
633	79.4
593	224.44
723	84.29
665	149.75
665	83.77
691	197.44
624	84.36
655	88.86
581	83.69
630	214.07
587	84.11
593	84.85
628	150.11
614	82.83
579	289.81
516	161.05
600	93.88
547	84.4
578	81.83
564	228.77
597	155.13
626	153.91
533	93.37
509	171.07
514	166.35
549	84.13
570	82.34
544	160.07
520	167.01
493	84.25
523	7819.99
510	85.16
500	174.94
492	86.03
467	169.24
469	85.38
446	270.96
468	90.14
488	332.98
506	88.85
507	165.38
443	88.46
441	85.23
458	171.59
536	84.15
488	167.78
469	168.22
489	89
441	178.07
464	87.98
514	162.24
436	88.67
456	259.07
477	92.78
461	172.8
441	175.94
459	83.53
442	87.74
416	98.09
434	191.15
371	203.73
400	88.99
385	85.46
386	85.56
459	263.59
411	90.72
460	179.21
458	86.42
392	86.43
425	271.51
383	87.52
398	90.46
381	86.79
389	92.94
405	286.33
369	85.95
367	87.72
319	90.54
363	203.48
363	195.03
355	90.02
304	219.93
303	219.04
290	87.6
353	205.93
331	85.51
329	90.48
328	97.9
308	106.53
291	227.17
307	96.84
284	97.3
291	86.19
317	219.22
279	90.92
253	90.68
314	221.34
294	96.8
310	116.21
310	126.3
321	338.74
275	95.84
305	96.97
278	85.85
286	92.51
319	215.64
281	91.4
287	85.93
279	89.34
251	89.2
257	93.75
278	89.59
255	95.22
253	252.77
250	91.37
235	91.7
238	93.58
261	100.62
208	99.22
247	88.72
199	99.98
253	89.86
235	96.66
235	256.79
229	87.41
205	107.13
234	275.87
230	87.5
229	263.82
228	94.48
219	89.42
232	94.16
238	92.52
242	90.32
262	90.84
230	94.62
217	461.65
193	88.67
186	91.27
200	91.51
157	101.06
181	314.34
192	96.69
203	97.16
192	92.76
178	100.35
195	295.56
179	91.46
208	92.56
159	351.77
169	88.55
140	90.44
182	90.62
193	297.23
189	90.26
165	576.89
176	95.27
188	96.25
183	94.37
182	93.1
156	89.85
172	89.9
169	89.41
168	92.82
134	108.17
164	99.35
168	104.23
162	86.96
133	94
119	94.12
102	484.42
127	86.54
108	466.3
108	460.72
121	99.93
125	421.11
121	92.5
112	93.64
117	432.99
90	86.36
114	99.19
120	89.83
141	89.96
107	89.44
114	434.92
117	94.74
96	94.72
97	501.91
114	91.08
86	108.91
73	158.21
96	102.38
99	97.32
85	95.42
80	100.75
82	97.32
82	105.65
82	103.04
69	92.64
73	95.18
92	98.58
85	96.21
91	95.04
79	602.46
71	100.27
80	88.88
77	100.55
72	120.93
70	91.69
69	112.77
65	105.05
65	726.03
64	119.58
56	206.61
78	94.5
79	95.43
73	100.74
56	104
43	92.98
65	95.63
71	87.11
73	92.51
64	86.52
65	95.88
69	95.41
66	89.52
49	111.04
53	107.34
55	101.56
72	97.32
58	89.43
68	96.59
66	91.27
59	99.42
63	93.02
69	105.96
53	109.43
63	90.56
54	95.33
39	98.64
47	87.26
60	94.98
54	96.54
58	91.78
58	94.05
56	95.73
56	101.46
59	88.88
47	97.15
41	120.9
