volumn	time
1259	129.68
1281	160.84
1312	341.82
1242	196.93
1270	167.5
1253	162.51
1268	98.07
1219	164.97
1289	99.04
1248	132.05
1269	165.38
1123	106.76
1255	170.91
1281	165.19
1214	167.82
1225	137
1231	101.34
1252	134.03
1267	164.85
1177	137.47
1244	134.49
1207	232.97
1270	97.66
1203	132.43
1231	98.31
1241	99.96
1218	165.18
1202	165.89
1161	98.79
1189	265.13
1190	135.27
1240	164.41
1266	130.91
1195	132.44
1200	136.95
1211	133.37
1240	164.69
1214	196.92
1301	128.66
1248	193.78
1223	98.98
1167	237.79
1302	128
1216	200.27
1271	227.77
1229	130.63
1219	231.96
1235	99.14
1211	130.26
1234	325.85
1259	97.69
1227	229.52
1246	163.35
1261	97.56
1201	99.38
1156	172.38
1190	134.99
1300	196.43
1223	168.33
1200	301.8
1195	135.37
1236	295.64
1353	99.64
1301	191.84
1223	100.74
1234	133.01
1267	163.77
1262	193.37
1256	129.98
1314	160.61
1250	100.72
1305	190.97
1245	196.71
1173	240.35
1256	130.15
1303	162.51
1202	132.69
1226	166.87
1258	131.87
1339	101.12
1284	162.36
1280	132.72
1259	192.83
1303	159.8
1201	264.44
1264	195.85
1242	134.69
1245	165.28
1217	100.7
1234	166.33
1221	167.09
1173	168.97
1310	100.22
1233	164.16
1193	133.59
1178	137.17
1203	135.42
1281	131.94
1178	102.66
1151	134.01
1177	135.32
1182	205.34
1227	261.65
1237	100.04
1165	203.4
1164	135.38
1182	134.9
1125	174.48
1183	102.88
1106	171.75
1190	202.6
1104	105.52
1229	199.14
1152	173.36
1158	101.88
1187	103.87
1142	174.33
1088	140.84
1152	275.71
1178	205.22
1194	234.61
1124	176.3
1234	136.99
1239	231.79
1202	170.16
1182	273.19
1271	230.74
1266	133.61
1221	133.37
1231	199.43
1061	177.98
1161	210.65
1231	136.59
1147	100.83
1089	213.44
1079	105.54
1123	175.32
1183	136.91
1116	101.33
1141	211.14
1169	175.08
1100	212.55
1112	179.54
1052	140.19
1077	215.64
1007	145.7
1066	104.89
1051	219.92
1124	178
1182	104.19
1110	251.37
1019	144.43
1050	140.79
1067	142.31
1025	108.57
1070	103.16
1100	103.79
1069	106.57
1013	180.98
1019	142.11
1042	103.36
974	187.94
955	190.85
989	228.2
1046	259.71
944	193.39
960	354.45
945	110.25
968	232.72
956	106.73
961	106.85
1004	184.75
925	280.24
958	150.36
934	8761.28
976	235.77
921	152.44
944	152.44
940	107.94
914	198.33
889	152.5
957	149.04
953	150.24
886	155.5
911	245.42
905	246.71
910	327.58
885	243.17
876	152.3
886	202.38
825	260.23
955	193.48
898	197.38
934	110.56
844	111.33
901	110.65
899	289.58
890	248.47
839	116.58
873	453.18
845	336.68
836	273.23
859	210.8
821	114.72
838	158.27
913	291.35
878	156.17
822	260.76
861	160.24
815	308.69
953	156.78
883	110.27
812	114.13
874	207.18
864	157.14
846	253.26
818	111.49
826	110.01
832	113.77
768	239.74
869	361.91
828	107.79
821	210.8
866	113.99
867	250.44
828	113.35
810	258.26
830	206.38
832	209.4
796	162.32
809	211.32
806	216.09
834	207.78
806	310.68
824	9919.08
790	264.73
807	212.85
794	314.92
775	218.73
809	163.7
838	209.11
783	221.62
805	170.31
758	115.95
796	163.83
795	464.37
826	111
787	215.8
774	320.58
740	163.97
798	262.61
741	218.74
818	159.42
788	214.05
748	164.7
802	165.73
761	217.5
762	270.88
748	274.47
800	115.2
835	160.42
775	113.35
676	236.95
767	112.85
749	115.45
710	171.79
777	266.7
723	111.7
747	167.51
757	220.19
700	167.58
689	293.65
656	240.71
681	231.58
687	173.22
727	228.26
733	113.57
670	236.42
714	224.49
718	115.97
706	283.47
675	175.04
672	293.93
704	169.95
647	423.63
718	113.11
678	175.41
647	177.22
662	177.73
707	170.26
699	230.96
655	114.08
619	245.07
614	117.95
628	119.58
621	120.81
572	325.34
566	263.36
614	183.87
627	245.48
618	181.54
674	299.48
630	112.7
637	181.38
631	185.28
642	182.34
645	180.39
648	300.94
646	178.43
622	249.49
614	183.55
586	185.35
601	251.86
621	249.58
506	120.26
548	117.05
610	121.29
636	180.34
569	192.71
609	123.61
570	188.09
599	116.16
495	278.44
518	427.01
583	123.84
542	342.96
544	113.64
576	263.3
557	195.02
530	128.78
541	270.87
555	192.96
607	257.45
518	130.16
555	195.02
591	189.54
569	261.57
561	193.91
508	118.27
498	196.06
533	192.29
622	250.23
520	118.07
493	198.41
569	192.09
527	195.91
485	201.88
503	206.6
469	119.92
500	124.44
485	284.91
510	120.69
500	201.31
461	385.03
489	8385.45
438	121.57
505	196.01
514	126.07
524	204.01
539	122.27
550	122.19
526	200.42
522	271.92
452	297.01
489	282.29
446	121.5
436	211.75
430	220.32
472	125.33
415	218.78
418	121.62
460	212.56
474	287.59
467	210.51
479	121.37
462	126.49
426	224.9
410	222.26
458	388.53
399	127.18
414	322.04
398	328.51
422	123.37
392	227.06
428	124.62
389	117.12
404	320.27
451	123.14
414	217.96
400	224.2
409	321.39
392	227.54
410	217.15
373	445.35
396	124.53
360	129.54
361	233.36
363	237.96
326	247.66
372	348.58
354	126.87
382	126.63
338	245.4
348	121.41
356	124.95
394	219.07
353	232.96
322	125.84
343	120.42
317	120.17
291	122.7
311	253.37
336	123.95
327	258.72
302	13511.3
274	776.51
316	121.6
252	443.79
289	276.33
279	122.44
295	122.5
244	287.3
256	275.18
271	125.82
298	125.25
249	127.39
276	122.75
246	290.45
266	121.99
275	119.51
294	124.21
255	119.72
242	118.76
261	129.57
265	123.42
215	122.45
246	121.88
212	312.26
203	123.82
253	119.02
214	127.71
201	123.02
226	130.88
220	127.4
201	328.06
207	134.35
187	336.81
205	126.43
195	342.06
173	121.13
186	337.53
179	124.63
173	126.2
155	380.73
160	623.36
167	129.62
185	173.74
175	118.88
160	129.99
141	407.35
137	419.41
150	310.7
143	135.4
184	352.36
182	121.12
157	384.52
148	395.68
154	127.51
159	125.74
131	128.78
185	138.24
178	132.11
148	136.59
144	675.42
126	125.58
125	129.11
121	457.79
138	147.08
106	138.9
110	134.08
128	123.02
138	136.81
130	121.47
119	141.42
110	127.73
137	426.56
136	123.6
118	811.2
117	125.21
102	523.98
96	131.96
123	125.5
107	123.94
98	133.21
115	121.46
126	442.67
120	126.11
108	490.07
90	123.7
101	127.16
77	118.95
81	127.77
92	126.92
68	709.57
97	536.67
88	130.08
66	125.41
97	127.28
110	487.35
78	121.77
90	120.9
95	121.61
82	128.95
103	124.04
93	121.97
86	120.14
103	542.52
93	124.84
72	682.25
98	124.48
94	120.87
89	127.19
74	126.69
86	599.41
72	127.89
74	130.69
69	129.28
82	120.74
67	122.36
60	132.27
77	643.53
58	126.74
83	122.61
77	128
88	124.64
118	463.28
113	119.58
117	128.08
115	127.44
127	123.43
112	124.21
110	121.51
132	124.64
119	136.17
91	130.78
106	133.35
111	139.87
89	124.91
70	127.14
83	131.11
121	127.39
93	135.02
75	134.84
88	144.52
68	141.44
74	130.76
60	127.15
59	130.46
96	549.01
107	125.32
94	557.26
62	142.74
71	135.38
88	128.28
58	146.93
54	130.46
76	147.97
56	141.68
66	132.91
60	165.42
77	136.42
112	489.46
87	133.24
78	139.5
57	137.02
74	130.66
59	133.58
75	132.61
66	143.53
70	142.81
68	151.01
45	152
62	780.77
55	131.87
42	140.02
53	886.64
44	150.86
46	139.41
64	138.81
45	152.67
59	145.46
50	927.88
54	133.11
50	146.48
47	137.19
40	137.05
43	133.02
53	904.74
32	139.59
50	128.44
52	145.4
44	1051.98
29	133.93
47	982.4
48	968.6
66	129.52
53	134.81
42	131.98
47	982.43
53	179.81
41	211.12
39	184.92
33	1348
41	129.9
38	143.16
43	136.28
31	128
44	135.86
27	120
34	120.68
55	131.58
41	139.05
34	141.5
37	125.89
52	128.46
30	135.37
50	131.16
45	1019.82
34	127.09
47	127.77
24	1794.79
47	980.02
38	127.26
34	118.62
36	126.14
36	125.36
33	136.61
42	135.1
46	133.26
31	126.1
56	130.14
21	128.62
27	126.19
25	131.2
31	137.32
43	125.67
41	131.51
32	129.16
31	127.16
33	124.79
19	125.74
32	153.25
21	129.05
29	122.93
46	124.33
29	135.62
28	134.39
18	129.83
23	120.91
28	1581
25	125.76
17	121.12
26	127.04
14	129.71
16	126.88
24	125.29
35	149.51
15	168.13
30	132.53
38	127.55
21	128.71
21	2035.86
29	137.93
30	146.6
34	141.65
44	132.25
28	136.61
13	128.54
20	128.2
24	126.5
28	121.61
36	140.69
16	120.94
24	129.29
13	138.08
7	127.71
15	125.8
22	150.55
26	130.85
36	163.22
26	120.81
17	136.47
20	136.95
36	134.89
25	135
23	121
22	126.77
24	128.79
26	138.23
14	146.14
26	141.85
23	126.57
16	127.06
13	124.15
10	120.2
24	148.67
19	173
11	127.36
13	132.92
16	125.88
22	141.36
19	187.21
14	186
31	133.32
18	142.28
20	128.9
14	137.21
14	184.43
18	128.89
15	129.8
11	126.18
17	133.47
13	131.77
13	127.62
14	131.57
6	142.5
19	141.42
18	128
10	187.2
26	121.23
12	128.75
16	127.69
20	151
27	138.85
21	139.86
23	129.43
12	126.58
18	139.67
22	1942.68
20	125
14	129.71
16	125.94
18	163.22
12	165.58
7	137.43
23	143.57
11	134.36
16	132.38
13	136.08
27	146.63
34	136.56
13	152.46
19	127.74
24	142.54
20	115.5
15	132.6
11	133.64
21	136.81
22	127.23
16	123.56
20	134.8
18	2349.06
11	142.82
9	124.56
20	144
16	144.63
18	130.72
16	118.56
12	135.67
12	138.92
14	150.79
21	134.33
24	132.13
10	121.7
7	124.29
11	127.18
7	131
15	2808.6
6	135.33
9	132.67
12	122.5
3	137.67
12	132.08
10	123.3
8	132.63
16	144.25
20	163.2
10	130.5
12	129.17
24	119.63
20	129.3
12	129.33
16	140.94
14	131.43
14	130.07
11	121.73
13	131.46
9	128.56
6	121.33
10	115.9
13	130
15	129.13
14	138.14
20	134.8
16	125.19
7	185.29
14	127.71
23	125.13
15	2848.6
15	127.2
21	123.43
18	2353.72
20	126.4
25	130.48
25	1732.92
16	128.31
22	131.86
18	126.89
11	126.55
13	135.69
10	129.5
9	134
20	128
20	128.2
10	137.6
15	131.93
23	133.04
11	131.45
15	126.53
11	137.09
18	167
8	111.38
21	132
25	124.8
16	128.5
9	128.56
15	165.67
18	173.89
20	159.5
13	132.62
13	137.54
9	132.67
20	133.05
15	2802.2
23	135.96
11	127.55
15	141.13
26	128.27
22	133.18
34	129.76
17	122.24
21	129.48
21	126.86
20	132.25
15	131
29	127.72
19	127.74
19	129.68
20	131.95
35	128.09
23	123
26	129.54
17	125.88
19	126.42
23	149.39
29	130.28
12	153
16	179.63
19	130.79
20	132.5
25	128.32
34	124.53
19	127
22	127.36
23	128.91
22	127.73
43	131.72
32	144.53
49	133.43
35	129.46
39	130.49
30	139.8
41	126
29	126.97
26	129.96
50	127.14
46	994.04
43	125.77
36	139.11
38	125.03
56	132.52
42	130.64
55	127.35
40	131.6
46	136.7
29	126.21
47	135.72
39	128.13
37	131.11
41	131.78
35	134.34
53	126.38
37	126.62
46	144
66	130.91
53	137.38
57	125.11
47	129.34
62	125.74
61	778.48
73	125.41
65	129.95
61	781.23
66	730.61
77	124.32
67	132.34
33	130.03
41	132.02
75	128.53
69	127.25
95	127.91
75	127.65
76	124.01
58	127.07
72	124.63
89	134.42
96	125.56
116	128.02
80	130.56
87	125.43
113	125.12
83	125.12
116	122.56
103	136.31
104	128.97
115	128.89
110	123.21
109	497.12
123	130.46
138	126.38
138	128.81
123	450.26
123	152.12
135	132.94
145	123.57
137	125.86
152	129.65
131	129.48
169	365.76
165	124.44
178	571.53
149	129.95
180	576.53
178	121.9
206	132.38
205	122.27
241	127.69
166	120.2
203	717.23
201	527.82
188	124.92
196	340.84
234	131.5
266	126.72
293	127.24
267	418.87
248	122.33
262	124.72
256	284.6
298	259.01
314	379.53
290	127.08
367	122.2
339	244.4
323	379.02
361	236.31
328	121.45
353	127.86
338	118.89
330	121.32
335	119.23
341	239.9
349	233.75
332	128.28
351	235.49
353	238.38
362	230.6
372	228.52
380	226.36
362	124.45
408	318.71
441	218.73
404	124.72
398	221.71
438	212.49
446	299.89
467	121.07
441	120.69
474	120.74
496	121.39
486	122.2
498	126.29
488	116.46
473	117.78
497	200.23
498	201.03
525	119.34
528	195.08
519	274.01
547	116.44
546	338.39
594	392.08
568	266.31
495	286.8
567	7246.77
590	191.47
586	256.36
614	118.83
599	117.46
584	186.13
624	187.34
599	257.95
685	120.8
647	176.46
655	176.94
717	232.43
656	118.32
742	115.26
718	173.27
757	334.67
723	177.37
763	169.93
759	222.35
781	167.01
835	160.36
745	171.24
776	268.94
731	170.07
795	165.76
763	167.17
818	213.08
837	115.95
903	253.5
842	111.05
786	119.52
747	114.26
865	209.44
893	113.93
964	194.98
978	195.45
948	195.3
1028	150.7
961	195.05
983	151.28
981	236.07
916	198.17
1008	189.14
1096	180.42
1098	217.34
1016	185.86
994	150.51
1073	223.25
1077	220.73
1111	215.88
1049	149.64
1085	183.73
1103	182.74
1133	322.27
1095	179.74
1092	181.35
1061	146.24
1159	172.35
1169	141.52
1178	173.43
1089	7526.89
1198	239.76
1236	233.3
1240	200.77
1209	268.75
1212	168.04
1308	166.3
1276	167.52
1295	195.24
1324	102.78
1295	101.66
1342	130.65
1284	135.55
1263	321.93
1282	226.81
1380	159.75
1345	220.63
1309	194.05
1278	131.97
1334	250.89
1308	102.57
1298	159.95
1330	192.25
1359	128.86
1372	128.06
1350	188.88
1266	132.37
1285	163.49
1342	192.52
1398	100.52
1348	159.85
1377	131.33
1343	157.23
1375	186.4
1350	247.47
1345	128.82
1373	187.06
1428	240.94
1287	163.3
1398	243.24
1447	127.23
1370	129.88
1405	182.99
1384	215.48
1358	158.41
1400	155.55
1452	153.58
1484	101.14
1459	183.71
1374	155.72
1388	213.59
1406	185.32
1383	127.52
1325	128.84
1425	210.99
1418	156.3
1421	97.53
1381	157.02
1398	127.67
1430	157.79
1443	2899
1432	184.19
1455	156.12
1482	126.77
1503	150.06
1463	180.48
1519	152.03
1444	207.86
1439	127.86
1441	124.16
1457	126.45
1451	125.88
1513	202.81
1493	176.97
1462	151.9
1468	204.51
1505	152.93
1552	123.57
1586	221.59
1532	175.5
1491	176.79
1490	205.82
1538	174.41
1513	149.26
1465	177.36
1533	148.24
1466	95.36
1474	153.51
1485	284.83
1510	149.57
1473	207.17
1517	177.86
1506	204.64
1497	124.84
1487	177.94
1469	234.63
1519	177.18
1486	122.69
1465	178.92
1503	151.67
1476	204.82
1510	175.12
1470	123.83
1404	213.41
1487	94.57
1435	151.85
1487	176.68
1451	150.95
1442	263.39
1455	152.21
1445	179.25
1467	153.04
1461	179.87
1419	154.58
1466	97.14
1399	182.88
1497	122.6
1490	150.14
1466	260.64
1506	150.28
1392	5901.97
1383	127.43
1368	186.39
1462	154.2
1266	161.48
1414	153.67
1491	170.83
1407	209.1
1466	152.36
1456	125.22
1394	128.58
1415	211.93
1388	126.27
1445	261.68
1267	224.43
1307	190.5
1317	219.34
1317	220.36
1394	154.66
1352	188.06
1286	132.3
1295	223.95
1261	161.33
1371	126.4
1333	130.34
1289	252.89
1287	160.7
1283	134.1
1297	160.02
1269	164.12
1337	160.14
1326	163.93
1343	126.99
1296	191.02
1282	191.67
1324	339.38
1328	127.91
1272	226.06
1340	126.37
1262	129.35
1255	101.18
1327	218.13
1349	156.49
1225	132.27
1326	247.52
1268	97.6
1262	130.57
1271	193.05
1249	163.58
1245	258.24
1282	98.09
1280	160.1
1242	132.14
1293	160.41
1228	131.57
1362	186.73
1346	158.97
1287	160.68
1348	159.14
1321	160.87
1318	97.59
1224	99.95
1256	196.48
1273	131.18
1266	194.66
1283	192.34
1347	193.23
1334	162.65
1273	229.03
1300	162.16
1314	188.35
1332	130.85
1255	99.36
1311	130.95
1329	160.7
1280	131.53
1256	163.24
1314	189.05
1270	99.76
1267	127.63
1368	190.27
1257	130.78
1264	195.39
1295	100.53
1261	257.59
1265	196.16
1289	160.87
1252	130.94
1326	190.03
1340	156.95
1351	98.07
1242	232.32
1270	132.58
1291	100.82
1326	190.24
1284	161.49
1266	164.09
1210	232.23
1316	127.86
1339	127.85
1277	198.61
1319	222.79
1289	191.15
1246	133.23
1281	131.08
1273	288.75
1215	163.08
1325	129.73
1270	224.28
1293	222.64
1206	268.34
1247	132.28
1280	159.32
1165	133.94
1245	291.85
1279	227.66
1289	130.32
1336	161.31
1213	264.98
1193	132.99
1250	13030.22
1224	173.25
1379	132.14
1286	133
1322	225.19
1343	130.49
1308	161.29
1331	159.38
1283	162.5
1367	217.45
1325	130.8
1293	222.38
1334	188.85
1261	192.83
1338	220.81
1306	222.19
1239	129.68
1382	185.83
1404	126.92
1386	215.55
1391	184.25
1384	272.92
1408	153.66
1346	128.04
1341	157.33
1308	190.92
1386	244.16
1378	157.36
1361	216.91
1265	160.37
1402	156.83
1460	207.63
1442	154.4
1503	205.43
1466	99
1411	184.5
1504	283.57
1418	156.99
1410	182.07
1438	127.56
1465	151.57
1488	124.12
1456	181.55
1456	177.34
1437	236.17
1514	216.49
1534	126.09
1493	124.74
1562	174.92
1528	148.46
1472	319.15
1529	180.33
1500	150.42
1519	177.03
1536	148.63
1495	178.56
1473	178.55
1517	151.02
1510	148.12
1518	122.36
1504	5470.12
1560	201.29
1556	149.4
1511	182.99
1578	177.27
1526	230.51
1516	262.58
1571	178.52
1531	200.43
1530	151.59
1542	198.16
1575	171.91
1541	95.95
1604	169.72
1578	146.45
1642	170.66
1683	170.86
1632	171.62
1557	121.77
1620	145.54
1570	172.84
1486	122.35
1540	175.54
1486	205.2
1530	201.29
1547	148.67
1603	99.65
1604	123.4
1495	176.97
1618	149.19
1615	121.72
1596	97.62
1582	147.94
1499	202.35
1514	176.33
1499	154.04
1537	96.87
1522	175.29
1478	122.42
1612	119.82
1532	95.99
1573	200
1584	247.71
1524	228.83
1612	172.52
1512	230.15
1507	151.79
1483	154.57
1540	177.4
1551	172.29
1605	148.26
1467	127.46
1516	124.46
1559	202.16
1512	231.52
1413	99.48
1612	196.92
1518	203.57
1501	176.3
1608	120.5
1448	11256.94
1513	123.41
1402	271.38
1448	237.27
1519	203.8
1522	226.68
1472	125.42
1562	199.42
1587	223.51
1532	204.17
1539	175.72
1542	179.42
1497	232.98
1518	97.38
1516	178.78
1537	205.04
1473	205.72
1454	179.18
1496	176.43
1460	236.68
1534	177.42
1530	151.91
1555	150.1
1568	175.64
1562	172.49
1554	198.24
1575	146.56
1612	123.55
1629	220.08
1560	172.5
1539	149.29
1573	123.84
1563	98.41
1586	171.73
1520	178.75
1585	197.02
1491	152.5
1523	122.95
1530	201.26
1506	206.04
1598	145.73
1563	147.95
1511	96.14
1492	203.84
1495	129.38
1567	248.22
1598	195.52
1498	123.13
1505	121.63
1566	173.64
1498	149.89
1526	229.82
1439	179.6
1556	251.62
1480	99.98
1561	123.87
1664	142.95
1614	196.04
1567	176.01
1580	172.05
1496	100.63
1515	203.73
1571	147.19
1480	148.51
1574	97.14
1511	98.34
1504	203.05
1473	177.74
1534	150.49
1496	152.26
1512	150.3
1529	100.73
1511	178.11
1510	175.74
1472	153.18
1523	150.83
1561	153.83
1471	176.89
1578	96.68
1505	125.06
1577	199.9
1569	150.05
1572	122.23
1580	124.19
1539	97.26
1549	253.46
1524	124.25
1491	127.96
1455	99.08
1457	127.23
1503	151.85
1499	207.09
1482	98.63
1475	153.85
1479	123.83
1474	180.58
1517	98.6
1456	152.54
1493	177.4
1512	177.71
1496	179.48
1513	211.61
1377	100.57
1425	184.83
1496	96.89
1450	237.78
1425	157.96
1472	252.95
1446	127.52
1424	124.12
1473	152.26
1384	305.66
1389	218.13
1475	236.57
1348	157.53
1473	236.33
1254	177
1424	160.3
1348	216.22
1322	159.25
1356	9035.86
1240	132.27
1354	187.71
1299	132.88
1313	161.8
1435	241.3
1379	216.23
1461	128.61
1407	127.52
1473	209.38
1431	159.23
1465	155.05
1442	267.45
1480	211.18
1423	296
1512	154.51
1517	180.13
1412	99.7
1435	128.5
1504	102.77
1399	100.46
1336	191.58
1381	132.59
1377	101.25
1357	187.39
1374	98.76
1350	100.76
1383	215.29
1375	161.85
1403	130.32
1352	136.09
1339	226.33
1316	163.79
1323	164.43
1335	194.81
1345	132.47
1354	188.36
1370	128.8
1322	159.45
1368	128
1307	191.04
1301	128.92
1319	162.57
1308	129.85
1303	190.53
1338	248.16
1362	159.94
1248	227.29
1257	196.72
1311	192.75
1290	102.02
1269	227.32
1367	134.22
1244	167.58
1225	134.1
1173	133.78
1208	166.85
1167	134.44
1163	137.3
1110	175.93
1191	6887.07
1191	206.03
1223	171.53
1158	172.34
1165	241.28
1118	139.63
1151	175.14
1085	101.46
1142	138.56
1121	209.95
1149	278.18
1157	177.58
1126	107.83
1126	208.88
1086	174.67
1135	176.87
1064	220.15
1166	103.54
1067	143.18
1117	106.66
1145	209.88
1208	169.6
1147	104.29
1147	176.74
1129	141.21
1160	103.38
1107	103.28
1108	106.27
1105	251.27
1099	139.81
1020	302.17
1083	214.88
1094	289.77
1066	143.26
1142	174.18
1159	138.48
1103	106.63
1086	144.34
1103	143.13
1092	216.1
1045	220.08
1065	181.47
986	148.54
1117	178.46
995	226.08
1019	193.05
1062	270.64
1060	144.96
1055	106.8
1067	109.47
1099	143.68
1048	142.59
1019	185.41
1049	105.55
970	291.45
1023	105.84
1016	227.89
1096	149.31
1077	109.48
1080	143.37
1008	103.98
1024	147.95
1010	267.39
1001	189.01
991	186.41
1006	226.76
980	188.99
987	187.49
949	193.32
934	280.54
955	109.76
951	108.5
987	234.72
942	109.18
972	109.14
1013	189.25
941	281.31
1002	107.7
992	147.34
1030	145.57
987	188.86
987	149.82
977	271.54
1002	107.75
1016	107.69
1014	189.7
1015	189.31
925	197.83
942	110.13
969	194.54
905	154.46
935	152.03
900	200.07
903	112.56
983	110.16
916	241.02
906	153.66
918	157.23
921	155.45
907	114.75
955	111.43
947	281.18
951	285.4
884	249.08
920	156.21
828	110.77
901	109.08
918	204.82
824	163.64
926	206.71
884	213.15
911	156.98
839	211.58
829	113.84
806	162.08
865	160.51
805	214.66
904	199.78
849	114.96
774	163.1
841	4918.28
777	269.2
732	166.5
822	209.72
875	160.45
847	209.18
844	253.52
779	112.47
768	268.98
766	222.78
721	117.1
801	267.49
766	114.65
799	113.1
800	163.99
817	116.75
789	214.06
786	166
773	272.62
741	115.15
751	171.25
710	281.94
756	167.21
705	171.5
779	217.13
652	176.91
749	173.69
716	229.44
672	117.19
700	233.16
704	173.31
675	122.33
662	237.21
649	176.37
696	232.26
660	175.9
679	180.53
710	171.04
691	177.56
647	177.83
654	181.92
601	189.45
644	302.36
674	238.61
761	119
645	249.44
670	180.63
709	235.07
700	237.67
627	123.08
637	317.25
594	190.98
670	242.18
672	123.01
572	331.08
598	118.91
605	182.82
523	192.94
638	121.72
631	121.87
589	20695.93
553	193.86
532	121.87
516	117.1
532	123.15
584	191.39
598	326.21
538	199.83
611	126.95
602	186.49
599	123.31
614	187.29
587	185.65
551	271.05
576	260.1
542	264.6
535	197.78
547	345.74
532	130.69
543	423.6
508	202.3
515	355.63
451	122.36
500	124.45
469	208.42
453	125.02
443	304.46
465	207.36
479	203.98
438	123.41
442	214.12
445	211.71
400	120.57
429	123.61
435	122.27
490	289.94
433	214.12
439	210.8
478	119.53
420	128.69
417	320.83
436	220.32
424	114.97
406	128.87
430	125.72
429	217.83
397	425.58
411	217.39
458	208.85
443	216.14
369	127.72
379	550.26
381	123.16
399	119.86
344	357.37
406	225.75
376	122.49
341	121.69
346	235.9
360	122.8
385	122.58
337	128.38
343	126.1
370	231.57
338	122.83
305	260.86
351	130.58
331	244.13
358	236.36
350	134.78
311	252.12
322	126.58
329	245.91
327	249.99
313	262.56
323	263.41
302	395.95
353	240.62
318	130.12
271	124.84
272	271.86
234	123.86
243	121.58
264	428.44
263	279.35
226	308.23
215	506.63
231	127.54
227	124.54
226	121.42
273	277.32
241	300.07
211	128.36
229	326.35
232	671.59
206	153.05
206	130.71
182	129.67
188	341.07
171	133.05
208	139.29
171	127.98
174	137.56
188	333.27
160	120.02
160	371.33
168	119.96
182	126.77
167	134.96
165	124.4
163	120.83
164	126.99
150	128.98
151	390.19
136	123.55
152	126.58
167	124.32
159	129.1
172	126.69
130	126.46
147	128.78
134	124.31
139	703.45
165	129.84
151	128.73
155	375.73
139	124.13
165	134.06
131	432.37
139	132.22
148	124.89
100	126.21
104	130.56
115	122.77
121	121.17
145	125.09
152	131.83
135	420.16
164	612.68
123	129.67
149	128.06
115	486.56
139	140.9
132	118.86
118	123.36
105	134.27
138	126.12
131	131.63
138	127.33
108	124.92
107	135.84
125	126.66
114	477.87
98	121.85
102	136.58
100	125.9
82	125.18
142	125.72
130	126.44
105	121.37
104	125.14
98	136.39
93	129.28
99	125.23
98	122.29
70	125.63
82	628.68
92	569.33
83	120.3
102	125.33
71	119.2
58	152.59
72	125.1
83	124.01
84	137.27
82	121.85
95	126.09
90	124.39
84	121.35
97	665.45
68	126.01
91	624.14
124	145.05
126	783.07
159	372.32
116	133.86
136	424.7
124	127.27
92	130.01
79	125.62
118	128
95	132.37
96	166.96
108	133.03
130	132.8
113	479.79
105	135.39
78	132.83
77	131.03
95	136.95
120	134.95
141	749.06
111	138.83
76	139.78
90	150.12
74	700.8
75	145.69
85	147.44
111	141.56
87	145.72
82	626.34
87	143.72
106	504.08
82	134.84
87	130.25
93	133.87
63	137.68
60	142.72
72	126.92
73	125.84
86	132.73
69	148.49
93	124.71
97	133.77
107	132.43
57	129.18
83	130.99
81	130.95
77	135.45
74	133.46
46	127.33
63	130.24
69	127.17
64	135.75
64	123.7
86	133.62
56	138.91
64	147.67
48	982.13
75	139.85
36	144.17
51	130.08
50	127.28
56	160.11
34	137.68
55	127.62
56	151.89
63	132.51
38	1179
55	133.75
46	136.3
43	132.7
58	1514.69
54	125.52
39	154.18
42	137.4
41	141.15
39	150.26
57	135.23
48	131.02
53	137.34
51	134.82
42	129.17
38	129.05
57	133.16
32	123.06
38	126.87
46	128.59
48	967
25	1739.36
45	130.31
40	130.58
40	130.8
43	126.63
44	133.8
27	128.52
45	1021.53
42	145.36
55	130.31
41	140.07
50	156.82
65	129.28
36	130.25
36	131.5
25	131.2
28	129.61
45	120.64
33	123.97
46	176.35
42	130.67
39	138.77
29	163.66
29	146.79
26	157.62
28	131.11
38	134.05
56	128.46
34	131.06
18	124.83
29	130.97
39	129.87
42	130.1
36	133.47
39	136.72
32	127.53
27	130.44
46	145.72
48	157.63
22	124.68
26	124.85
18	132.67
23	131.83
28	126.96
37	128.51
28	127.04
30	123.27
27	119.22
16	128.31
32	144.84
34	134.44
28	128.11
15	128.87
27	137.26
26	165.08
27	128.11
14	130.21
26	125.65
34	149.03
23	136.87
39	133.23
25	129.68
26	137.23
27	134.78
35	137.66
16	128.5
31	131.26
31	142
33	134.33
23	145.78
20	131.8
27	132.78
16	135.88
25	1735.12
29	127.41
22	135.82
15	146.27
22	136.5
22	130
28	141.61
18	128.72
39	148.72
27	1610.48
38	136.16
25	1749.24
20	130.5
29	139.38
11	148
17	185.94
22	133.86
18	140.11
13	124.08
14	140.43
20	138.35
17	133.18
37	139.22
24	145.17
17	136.71
31	127.48
20	133.9
24	129.38
31	142.65
14	128.5
15	126.53
19	127.05
19	141.42
15	136.13
21	142.67
18	133.83
24	125.92
11	155.64
20	130.8
17	140.18
11	177.27
17	130.24
19	132.53
19	124.95
17	126.29
13	142.77
21	125.14
6	128.83
8	126
18	129.89
13	133.31
23	149.78
9	169.11
11	133
17	125.71
19	138.53
21	132.38
13	135.08
26	141.19
21	139.24
28	130.11
27	162.74
26	130.04
33	133.24
22	1942.95
13	128.31
20	130.3
38	1180.58
14	154.36
15	143.87
16	2632.69
28	148.75
22	130.14
14	140.07
