volumn	rate	time
1205	95.68%	115.19
1102	95.74%	117.69
1124	95.55%	189.04
1147	95.64%	116.13
1122	94.65%	149.49
1115	96.23%	117.22
1058	94.99%	79.67
1095	95.53%	154.03
1051	95.34%	194.68
1081	94.82%	154.68
1110	94.41%	157.38
1034	95.07%	159.75
1109	95.13%	228.15
1021	95.30%	161.48
1020	95.59%	119.64
1050	95.62%	7781.7
1083	95.01%	234.47
1046	96.18%	82.62
1061	95.57%	162.99
1020	95.59%	161.67
1014	96.15%	120.93
967	94.83%	171.92
1021	94.52%	122.79
944	96.19%	78.6
1009	94.65%	126.96
966	95.76%	86.34
980	96.84%	125.2
958	96.14%	170.81
962	95.74%	211.46
986	94.32%	83.05
1019	96.37%	84.49
956	95.08%	124.74
980	95.41%	122.13
911	95.94%	170.67
908	96.04%	123.11
901	93.78%	126.1
932	95.92%	167.26
988	95.95%	126.31
995	95.08%	84.83
931	94.74%	213.58
924	93.07%	170.61
912	95.94%	126.75
877	95.67%	84.17
847	95.87%	83.64
873	94.73%	175.64
801	96%	183.52
838	94.51%	134.96
827	96.49%	227.87
834	95.68%	184.21
841	94.53%	128.54
868	95.05%	131.11
859	95.93%	81.07
844	96.21%	85.73
814	95.09%	185.36
834	96.40%	138.54
799	96.87%	89.64
810	95.56%	91.57
820	95.49%	131.54
814	94.72%	84.8
783	94.64%	136.34
720	94.17%	249.44
784	94.01%	135.81
754	96.15%	193.25
818	95.35%	232.17
812	94.70%	85.17
755	94.30%	195.45
751	96.14%	139.53
729	96.02%	200.11
702	94.87%	203.3
742	96.09%	87.86
712	95.65%	149.37
754	95.62%	142.98
709	95.63%	88.3
691	93.92%	142.48
662	95.77%	88.48
673	94.80%	18094.57
657	96.04%	146.15
690	94.35%	142.32
644	97.05%	273.29
652	96.32%	146.28
703	96.44%	202.76
761	95.93%	139.04
700	95.57%	144.42
656	95.88%	93.32
668	96.41%	92.99
670	97.31%	89.66
647	94.74%	217.36
622	94.69%	86.64
573	95.99%	163.52
670	96.12%	92.11
667	96.10%	267.24
582	95.02%	222.97
595	96.13%	87.1
650	95.38%	96.72
612	93.63%	289
608	95.23%	158.19
588	95.92%	84.5
609	95.89%	217.62
607	95.55%	288.89
606	94.88%	221.31
586	96.76%	86.98
559	95.71%	157.84
574	96.17%	156.63
550	95.27%	87.59
527	97.72%	89.3
540	95.37%	87.07
512	96.29%	171.26
465	95.48%	86.12
492	94.92%	88.56
436	97.48%	85.47
512	95.70%	85.95
477	95.81%	89.96
485	95.88%	172.45
542	96.68%	166.24
475	94.53%	174.35
480	95.63%	262.29
509	94.89%	169.8
463	94.60%	96.88
435	94.71%	91.11
431	95.36%	86.71
460	97.39%	177.62
471	95.54%	87.85
473	95.35%	93.9
426	96.48%	95.26
446	96.64%	273.37
442	95.48%	93.38
446	94.84%	183.47
356	94.10%	91.72
395	93.67%	101.37
423	95.27%	192.14
395	95.19%	89.63
429	94.64%	88.85
352	92.90%	86.76
323	92.57%	99.12
334	94.61%	95.64
351	94.30%	89.02
335	94.63%	210.2
358	94.41%	201.68
356	94.10%	206.94
337	97.63%	220.93
396	93.43%	94.71
375	96.53%	99.65
375	97.87%	97.25
360	95.56%	99.01
355	94.37%	91.31
380	95%	192.46
317	94.95%	92.89
341	93.55%	211.47
307	96.42%	226.45
275	96%	235.67
339	95.87%	213.39
320	95.63%	217
315	92.38%	93.41
311	96.78%	218.41
311	95.82%	89.77
346	95.66%	205.08
314	92.04%	89.19
292	90.07%	91.41
325	92.62%	94.37
287	92.33%	235.11
275	95.27%	100.35
270	94.07%	99.25
256	93.75%	103.98
272	93.75%	95.76
270	97.04%	244.54
284	94.01%	101.65
269	94.05%	101.29
293	94.20%	88.1
266	93.98%	245.25
211	97.16%	102.43
257	94.55%	258.95
233	95.28%	97.61
255	94.51%	258.13
263	95.44%	245.04
234	96.15%	104.51
227	95.59%	268.37
254	94.49%	250.76
254	95.67%	96.02
198	95.45%	87.98
234	94.87%	93.6
234	97.44%	97.17
190	94.21%	308.01
195	93.33%	301.32
197	96.45%	296.17
207	92.75%	95.6
206	93.20%	100.16
237	96.20%	92.81
192	94.79%	308.48
219	93.15%	95.56
238	93.28%	97.65
200	95.50%	97.3
180	95.56%	89.99
199	95.48%	102.92
171	95.32%	93.01
189	92.06%	107.98
219	97.72%	3488874.72
161	98.76%	127.29
334	97.31%	214.71
308	96.75%	222.19
288	98.61%	93.79
294	96.26%	239.67
267	94.01%	106.42
261	92.34%	101.76
239	96.23%	103.66
281	96.80%	95.17
218	94.95%	294.92
276	97.83%	256.63
236	97.46%	285.56
216	97.22%	289.37
200	96.50%	103.41
220	96.36%	286.57
279	95.70%	96.14
240	96.25%	106.95
239	95.40%	104.85
223	95.96%	104.75
187	96.26%	115.42
187	97.86%	106.36
156	96.79%	105.82
178	94.94%	330.33
195	94.87%	127.69
176	98.30%	114.59
170	95.88%	109.38
156	94.87%	364.63
145	95.86%	105.03
177	97.18%	113.13
164	95.73%	100.8
171	96.49%	104.32
154	97.40%	113.41
163	95.71%	353.64
173	97.69%	339.7
162	94.44%	111.27
178	95.51%	102.89
160	96.88%	353.95
175	94.86%	104.95
170	97.06%	108.74
156	94.87%	106.94
135	94.81%	113.85
143	95.10%	119.32
165	96.97%	103.75
155	97.42%	113.08
159	89.94%	112.75
150	95.33%	108.65
129	99.22%	98.61
116	99.14%	102.59
112	97.32%	106.29
136	94.12%	98.81
155	93.55%	106.75
122	93.44%	109.83
122	91.80%	118.88
110	97.27%	104.75
110	96.36%	103.45
130	93.85%	105.86
145	96.55%	397.17
124	98.39%	111.75
119	94.96%	104.24
123	96.75%	32952.82
133	96.99%	406.56
125	99.20%	423.66
126	96.03%	111.25
113	96.46%	108.32
94	95.74%	106.91
129	97.67%	124.12
106	94.34%	106.02
93	97.85%	533.13
110	94.55%	107.35
101	89.11%	102.7
96	94.79%	114.43
116	95.69%	114.39
104	94.23%	870.29
105	95.24%	109.28
91	95.60%	99.66
108	94.44%	110.09
94	96.81%	101.45
98	97.96%	105.06
78	96.15%	134.51
81	98.77%	110.33
78	94.87%	108.95
100	98%	507.57
92	94.57%	112
81	95.06%	600.22
69	97.10%	105.16
100	90%	109.1
94	95.74%	106.45
105	90.48%	113.18
71	92.96%	100.27
104	97.12%	97.5
83	97.59%	99.04
118	95.76%	112.88
99	97.98%	101.34
87	98.85%	114.44
90	100%	119.42
90	98.89%	96.97
59	98.31%	98.44
85	92.94%	571.79
81	98.77%	592.77
79	94.94%	106.14
81	93.83%	98.95
70	94.29%	671.09
40	87.50%	96.98
68	94.12%	699.97
83	91.57%	103.05
75	96%	115.15
90	96.67%	100.9
60	98.33%	113.73
83	96.39%	583.41
74	93.24%	105.12
60	96.67%	93.02
58	100%	99.07
88	95.45%	106.22
82	96.34%	107.79
90	91.11%	99.83
56	92.86%	105.79
58	96.55%	102.41
65	95.38%	125.98
56	92.86%	113.23
73	95.89%	106.19
79	94.94%	102.35
76	98.68%	99.17
49	97.96%	119.73
80	97.50%	117.26
55	96.36%	96.53
46	97.83%	101.39
51	96.08%	108.45
62	95.16%	115.47
75	89.33%	109.97
64	96.88%	98.03
45	91.11%	106.58
57	91.23%	100.49
46	97.83%	120.35
49	91.84%	113.47
46	95.65%	94.63
51	96.08%	100.96
45	97.78%	116.29
64	100%	111.72
53	92.45%	97.02
52	96.15%	103.79
62	96.77%	99.42
64	96.88%	103.98
51	96.08%	122.12
65	95.38%	99.15
53	100%	100.64
50	98%	106.1
52	98.08%	108.46
47	97.87%	107.53
58	93.10%	803.19
52	90.38%	864.62
68	92.65%	100.78
57	94.74%	113.47
48	93.75%	107.81
35	100%	99.69
47	89.36%	103.6
50	96%	105.76
32	96.88%	106.38
47	97.87%	113.21
35	100%	115.17
50	100%	900.56
47	93.62%	101.32
45	95.56%	109.71
53	88.68%	119.04
35	97.14%	112.63
49	91.84%	116.14
37	97.30%	110.78
39	97.44%	126.31
35	94.29%	125.54
47	93.62%	116.64
42	95.24%	104
47	95.74%	105.64
41	97.56%	114.76
34	97.06%	105.59
25	100%	110.12
40	97.50%	1106.05
34	94.12%	101.71
59	94.92%	112.53
43	95.35%	103.72
36	97.22%	1206.69
34	88.24%	103.12
54	100%	99.63
36	97.22%	103.94
51	94.12%	99.8
49	93.88%	103.08
60	95%	109.47
49	91.84%	98.39
40	97.50%	97.08
35	94.29%	98
41	100%	103
41	90.24%	99.46
43	95.35%	113
47	95.74%	102.49
46	95.65%	127.33
44	90.91%	116.57
39	94.87%	110.44
44	90.91%	109.8
30	96.67%	99.63
33	93.94%	108.36
51	96.08%	900.08
33	96.97%	98.52
41	100%	98.05
42	95.24%	99.19
59	98.31%	104.64
31	90.32%	101.52
32	96.88%	112
32	93.75%	105.41
29	93.10%	106.66
35	94.29%	103.26
42	88.10%	1060.1
27	92.59%	109.04
30	90%	100.53
47	95.74%	115.64
38	97.37%	102.18
38	94.74%	99.87
26	92.31%	100.08
21	95.24%	104.62
22	90.91%	95.23
21	100%	131.24
30	93.33%	1470.83
26	100%	117.85
26	96.15%	110.12
31	100%	125.65
29	100%	98.31
30	96.67%	113.2
30	96.67%	107.33
31	90.32%	101.45
28	96.43%	123.75
35	97.14%	100.66
35	97.14%	106.23
22	95.45%	101.27
28	92.86%	106.07
20	95%	105.15
32	100%	134.13
40	90%	100.85
31	100%	114.87
35	94.29%	1255.34
31	90.32%	101.35
22	100%	97.32
13	100%	106.31
32	96.88%	97.94
27	100%	105.93
25	100%	117.56
16	93.75%	92.19
38	100%	120.79
29	86.21%	119.72
38	94.74%	109.18
35	97.14%	120.6
29	96.55%	120
42	97.62%	136.05
33	93.94%	105.73
21	90.48%	103.9
30	90%	103.9
25	88%	103.84
18	100%	148.44
38	100%	104.76
32	96.88%	111.03
23	100%	98.83
18	94.44%	111.5
27	92.59%	102.26
20	100%	104.65
26	96.15%	96.23
24	100%	107.42
32	96.88%	1348.47
31	93.55%	97.87
37	97.30%	100.38
33	96.97%	100
23	95.65%	114.22
25	92%	101.72
27	100%	125.22
27	92.59%	103.11
22	95.45%	101.55
23	95.65%	107.22
15	93.33%	108.33
29	96.55%	95.34
36	91.67%	115.36
35	91.43%	98.86
20	95%	123.95
36	94.44%	211.61
35	91.43%	106.46
27	96.30%	104.11
24	100%	1768.08
32	90.63%	99.97
38	97.37%	113.66
32	90.63%	97.47
37	94.59%	99.32
31	96.77%	98.71
42	97.62%	115.07
33	93.94%	99.48
22	95.45%	97.64
30	100%	100.7
31	93.55%	117.29
29	93.10%	115.03
38	89.47%	106.16
34	91.18%	102.65
22	100%	107.32
34	94.12%	102.35
33	100%	100.55
45	93.33%	101.18
26	92.31%	131.81
44	95.45%	123.73
35	91.43%	117.03
30	93.33%	1450.47
23	82.61%	101.35
35	91.43%	107.49
43	93.02%	109.95
33	96.97%	101.27
41	92.68%	109.2
45	91.11%	105.76
50	98%	101.42
45	95.56%	103.2
39	97.44%	104.82
45	91.11%	113.29
51	98.04%	100.63
56	96.43%	105.82
38	97.37%	111.08
38	100%	100.37
32	90.63%	102.63
54	98.15%	100.96
50	96%	906.98
45	86.67%	104.02
32	96.88%	115.25
45	100%	987.4
55	98.18%	830.56
45	97.78%	98.58
45	95.56%	100.04
47	97.87%	97.23
47	97.87%	113.79
51	96.08%	104.1
41	80.49%	98.29
46	97.83%	101.17
42	92.86%	101.07
56	94.64%	105.89
56	100%	1528.16
50	96%	98.64
52	96.15%	99.02
64	96.88%	102.45
43	93.02%	116.33
42	95.24%	100.45
46	97.83%	120.63
43	100%	99.23
65	95.38%	103.29
70	97.14%	670.5
62	95.16%	103.26
58	98.28%	96.93
73	98.63%	98.85
60	95%	97.7
64	93.75%	726.64
58	96.55%	99.52
75	90.67%	122.88
65	93.85%	103.63
83	90.36%	106.55
64	95.31%	102.05
62	96.77%	98.94
81	91.36%	98.16
75	92%	113.31
74	91.89%	644.38
68	97.06%	108.04
83	93.98%	110.04
93	94.62%	105.74
80	95%	102.26
72	95.83%	99.4
77	88.31%	621.96
80	96.25%	611.13
78	94.87%	613.01
82	92.68%	96.96
72	91.67%	102.36
94	93.62%	107.57
74	93.24%	639.31
81	96.30%	103.51
88	97.73%	107.51
109	100%	100.67
82	96.34%	587.57
76	96.05%	100.24
101	94.06%	101.45
98	96.94%	104.71
95	93.68%	107.97
83	95.18%	105.06
110	93.64%	104.78
113	98.23%	99.63
144	95.14%	109.94
80	96.25%	100.64
101	96.04%	102.85
108	92.59%	99.05
116	95.69%	98.6
122	97.54%	428.02
134	94.78%	101.8
112	97.32%	97.46
140	93.57%	99.76
130	99.23%	102.25
98	93.88%	100.08
108	99.07%	101.47
115	98.26%	449.98
136	91.91%	106.1
123	93.50%	99.4
156	96.15%	107.29
157	92.36%	98.83
161	95.65%	98.6
150	93.33%	364.91
145	95.86%	108.93
159	96.86%	101.53
138	96.38%	394.14
176	96.59%	97.88
172	97.09%	332.81
168	94.05%	98.07
169	95.27%	577.72
196	95.41%	102.6
202	95.05%	694.14
196	95.92%	97.1
185	92.43%	101.39
178	94.38%	99.51
198	96.46%	302.72
219	94.06%	97.6
212	95.28%	480.31
252	95.24%	97.43
263	94.30%	98.97
265	93.96%	96.8
256	95.31%	104.66
268	95.90%	95.46
231	96.10%	96.74
239	96.23%	98.64
242	96.28%	98.87
285	96.49%	238.91
292	95.89%	94.61
267	94.76%	98.3
301	94.68%	101
315	96.19%	95.42
321	96.57%	104.48
316	96.84%	103.46
313	97.44%	228.41
327	95.11%	221.42
326	94.79%	343.27
362	95.86%	98.79
370	92.97%	311.02
379	96.83%	204.9
372	96.51%	101.46
421	95.72%	191.02
405	95.31%	96.13
399	96.74%	195.85
399	93.48%	293.79
476	95.38%	179.58
420	94.52%	94.62
473	93.87%	99.12
448	94.87%	95.7
442	95.48%	94.22
493	95.74%	177.47
509	97.45%	172.74
473	94.71%	186.58
443	92.78%	188.87
487	94.66%	93.4
486	96.71%	259.98
518	95.56%	94.54
561	97.86%	97.1
575	95.30%	97.75
581	94.66%	91.17
578	94.98%	92.7
571	96.32%	91.55
626	95.21%	91.06
752	94.81%	199.82
636	96.70%	153.29
661	96.22%	270.72
643	95.18%	92.79
641	95.94%	98.8
652	97.55%	91.65
733	97.14%	207.11
718	93.45%	143.71
694	94.24%	267.53
804	95.52%	139.87
718	94.99%	256.21
774	95.48%	94.93
792	95.71%	87.72
753	94.95%	142.87
733	95.91%	95.22
740	96.62%	142.48
781	95.52%	87.13
748	95.05%	88.52
857	94.52%	90.65
793	95.59%	142.36
815	95.21%	137.91
814	95.95%	135.94
857	95.57%	85.79
862	96.40%	132.31
894	95.75%	267.55
917	94.55%	170.92
897	96.54%	135.6
973	93.83%	165.85
991	95.26%	124.45
964	95.64%	126.1
908	95.81%	172.66
981	96.33%	124.05
991	95.86%	164.49
931	96.35%	85.69
1006	96.12%	125.51
1038	96.34%	119.87
1024	95.61%	124.29
1082	96.49%	83.06
1074	96.09%	84.08
1123	95.55%	156.3
1109	96.39%	152.84
1274	95.68%	140.81
1286	95.49%	175.41
1192	95.22%	115.88
1184	96.62%	114.62
1198	95.58%	179.93
1189	96.13%	148.16
1246	95.18%	145.5
1268	95.82%	235.29
1202	95.84%	211.4
1311	95.58%	109.67
1198	95.33%	109.97
1268	96.69%	113.05
1292	96.13%	110.8
1323	96.15%	168.34
1356	96.31%	105.78
1341	96.20%	107.95
1300	96.38%	111.07
1347	96.29%	106.07
1390	95.90%	106.3
1329	95.49%	76.33
1447	96.48%	157.48
1532	96.34%	205.55
1458	96.43%	76.21
1465	94.88%	101.34
1537	95.58%	155.43
1463	94.67%	100.3
1551	95.42%	74.07
1609	96.52%	100.29
1561	95.52%	98.58
1591	95.85%	72.66
1580	95.89%	74.75
1627	95.70%	175.09
1645	96.35%	74.84
1622	95.13%	73.13
1628	95.45%	170.01
1570	96.11%	121.91
1589	95.78%	100.44
1643	96.41%	72.68
1698	95.35%	165.99
1656	95.59%	121.58
1665	95.62%	99.25
1718	96.16%	11831.17
1658	96.44%	143.64
1702	96.36%	141.15
1753	95.61%	142.63
1792	95.59%	159.79
1765	94.96%	114.99
1813	95.97%	114.82
1863	95.38%	113.05
1843	95.88%	113.83
1733	95.56%	93.03
1823	95.01%	160.2
1845	96.15%	177.56
1761	95.29%	137.51
1851	95.46%	134.92
1924	96.10%	88.88
1934	96.23%	91.37
1876	96.38%	111.35
1902	95.32%	133.2
1788	96.09%	91.51
1901	96.05%	132.01
1870	96.31%	133.39
1908	96.38%	91.48
1945	95.32%	193.17
1962	96.18%	109.25
2038	96.12%	126.27
1990	96.08%	88.05
2081	95.43%	123.89
2040	94.90%	204.45
1994	96.04%	88.89
1961	95.87%	110.33
2079	95.43%	106.96
2211	95.21%	89.12
2059	95.77%	106.92
2089	95.93%	105.89
2031	96.01%	184.97
2086	95.88%	84.43
2123	95.85%	65.55
2112	96.21%	121.25
2120	95.47%	87.51
2172	95.58%	160.09
2060	95.58%	66.93
2085	95.35%	105.2
2041	95.10%	164.14
2142	96.55%	64.77
2087	96.45%	105.08
2188	95.48%	123.69
2097	96.38%	85.4
2154	96.15%	89.03
2234	95.88%	121.72
2201	96.23%	138.69
2162	95.98%	101.97
2132	95.17%	105.51
2169	95.71%	68.87
2110	95.50%	122.47
2150	95.16%	159.15
2090	95.55%	87.09
2104	95.39%	68.59
2234	96.02%	84.95
2278	95.61%	151.73
2237	94.81%	83.69
2264	95.94%	3634.66
2238	95.98%	66.28
2187	95.56%	100.37
2141	95.94%	67.98
2164	96.63%	140.98
2147	95.58%	120.62
2146	97.02%	83.93
2202	95.96%	85.62
2087	96.84%	162.77
2240	94.82%	100.63
2126	95.81%	140.94
2229	95.92%	100.54
2106	95.06%	104.18
2180	95.37%	101.48
2100	96.24%	121.55
2199	95.68%	83.73
2112	95.27%	104.19
2213	95.39%	83.29
2202	96.05%	138.74
2127	95.96%	65.52
2164	95.33%	63.39
2219	95.36%	119.99
2163	95.65%	64.09
2164	94.92%	137.84
2274	96.35%	82.64
2227	96%	118.23
2326	96.52%	83.93
2133	97.14%	165.46
2194	95.44%	84.03
2190	96.26%	117.21
2266	95.94%	154.95
2237	96.20%	84.73
2167	95.48%	138.4
2136	96.77%	81.91
2202	95.91%	119.14
2128	95.86%	139.2
2169	96.04%	64.83
2093	95.75%	104.72
2145	95.66%	82.79
2300	95.04%	64.1
2214	96.12%	64.23
2074	95.08%	141.39
2100	95.95%	142.1
2123	95.34%	122.63
2070	95.46%	66.52
2147	95.34%	138.32
2156	96.10%	102.15
2169	94.97%	104.33
2086	94.73%	121.67
2128	95.68%	103.72
2170	95.30%	83.4
2129	97.04%	176.72
2187	95.38%	63.85
2124	96.09%	104.59
2081	95.92%	84.59
2005	95.31%	84.95
2024	96%	86.89
2015	95.14%	85.24
2006	96.36%	127.12
2009	95.47%	102.98
1926	96.52%	4261.53
1988	95.93%	86.11
2088	96.12%	84.9
1930	95.23%	84.95
1977	96.56%	146.13
1856	96.28%	107
1916	96.45%	105.88
1926	95.28%	105.88
1938	95.41%	86.17
1898	94.94%	67.8
1840	95.05%	88.51
1975	95.44%	129.49
1841	95.93%	111.57
1845	95.88%	86.65
1830	95.96%	134.2
1783	96.13%	136.38
1932	96.69%	108.3
1790	96.03%	110.71
1736	96.14%	136.7
1804	96.73%	110.39
1731	95.26%	88.89
1815	96.03%	66.73
1745	95.59%	114.59
1741	94.89%	158.33
1706	95.08%	92.91
1716	96.15%	90.81
1711	96.49%	161.94
1680	96.25%	138.82
1652	96.07%	166.07
1602	95.01%	116.5
1709	94.68%	115.38
1629	95.58%	69.64
1619	96.29%	115.81
1596	95.55%	116.26
1690	96.15%	89.31
1701	95.36%	113.55
1593	96.11%	219.2
1617	95.61%	66.71
1598	96.87%	141.64
1628	95.45%	141.27
1613	95.85%	118.12
1533	96.41%	94.4
1494	96.85%	121.34
1589	96.04%	145.77
1587	95.21%	94.38
1521	95.40%	94.26
1515	95.97%	174.39
1462	94.25%	67.8
1537	95.06%	95.84
1428	94.19%	124.18
1456	95.81%	98.72
1446	95.44%	181.19
1509	95.29%	254.15
1490	96.38%	121.17
1498	95.53%	69.86
1428	95.17%	241.56
1432	95.39%	156.42
1394	96.41%	98.67
1493	94.44%	99.53
1442	95.91%	101.46
1405	95.44%	5819.32
1411	95.96%	75.68
1511	95.63%	123.28
1417	96.05%	156.14
1390	95.83%	129.29
1370	96.35%	160.85
1344	95.98%	73.71
1423	95.92%	103.06
1448	95.79%	100.96
1432	97.07%	184.79
1431	96.65%	101.16
1408	96.52%	157.02
1484	96.02%	129.03
1441	95.63%	129.32
1399	95.71%	101.22
1364	95.38%	161.6
1422	95.08%	102.7
1418	94.71%	157.41
1501	95.40%	129.53
1383	95.95%	162.1
1417	95.48%	131.13
1395	95.99%	129.69
1358	94.99%	159.95
1377	95.35%	100.67
1378	95.57%	72.23
1371	95.77%	101.74
1426	96.28%	104.37
1423	96.21%	132.78
1374	95.71%	102.33
1329	96.24%	72.09
1375	96.73%	129.66
1355	96.46%	131.86
1417	94.64%	183.8
1419	96.05%	74.24
1352	95.71%	106.17
1424	96.70%	98.84
1383	95.37%	130.16
1383	95.73%	104.24
1472	96.33%	153.76
1392	95.55%	189.93
1443	95.50%	101.59
1430	95.52%	158.24
1432	94.83%	153.65
1364	95.45%	160.73
1450	95.79%	208.46
1503	95.41%	98.65
1450	95.24%	130.36
1494	95.85%	72.34
1530	93.73%	125.35
1488	95.50%	72.41
1485	95.22%	126.12
1427	96.57%	158.31
1510	95.43%	124.12
1558	96.02%	73.49
1542	96.30%	96.82
1512	94.18%	72.38
1393	94.97%	188.41
1398	95.64%	100.01
1470	95.51%	126.41
1407	97.09%	102.48
1490	95.03%	2784.54
1467	95.71%	126.88
1459	95.41%	123.83
1493	96.38%	150.55
1516	94.79%	72.73
1576	94.92%	98.9
1475	95.46%	152.43
1474	95.25%	126.04
1486	95.15%	69.56
1537	95.32%	96.38
1544	95.40%	95.65
1526	96.07%	96.71
1534	95.83%	177.46
1559	95.89%	123.03
1510	96.89%	125.87
1555	96.14%	149.88
1551	96.13%	174.41
1532	96.08%	146.66
1580	94.75%	122.71
1536	95.12%	121.7
1558	95.38%	95.73
1644	95.01%	119.46
1644	95.80%	94.68
1600	97.31%	71.56
1692	95.69%	92.28
1681	95.48%	71.52
1560	94.87%	146.87
1664	95.49%	118.24
1637	95.30%	95.61
1634	95.41%	96.27
1602	95.44%	145.68
1675	96.12%	72.3
1686	95.79%	119.58
1637	94.50%	120.04
1679	95.95%	119.13
1605	95.45%	121.53
1564	94.76%	147.22
1592	95.85%	69.19
1571	94.84%	96.93
1643	95.86%	143.3
1662	96.27%	141.2
1626	96.06%	140.73
1634	94.80%	115.81
1680	95.65%	117.36
1651	96.12%	141.7
1578	95.12%	172.25
1680	95.12%	68.01
1635	95.11%	94.77
1709	95.85%	116.18
1639	95.67%	142.32
1642	96.10%	240.24
1622	95.87%	68.44
1603	95.32%	95.37
1609	95.34%	118.38
1723	94.20%	114.83
1687	95.20%	67.64
1623	95.13%	70.16
1739	96.20%	141.36
1711	94.92%	141.7
1687	95.38%	71.82
1564	95.72%	68.29
1611	95.65%	169.76
1630	96.50%	143.7
1612	95.29%	117.6
1541	95.46%	148.68
1685	96.56%	141.08
1675	94.03%	92.94
1606	96.08%	171.6
1690	94.50%	142.18
1675	94.63%	161.99
1631	95.89%	216.5
1620	94.81%	94.1
1689	96.33%	68.93
1609	95.65%	192.99
1714	96.21%	116.57
1612	96.03%	144.02
1729	94.68%	95.5
1665	95.26%	139.15
1618	95.67%	142.34
1665	96.34%	117.16
1693	95.57%	92.07
1681	95.06%	91.54
1758	95.16%	112.27
1669	96.17%	143.75
1694	95.81%	91.69
1647	96.11%	116.94
1694	94.81%	116.79
1637	94.87%	92.06
1616	94.93%	92.95
1630	96.26%	143.56
1655	95.89%	117.44
1705	94.90%	92.74
1658	95.42%	117.62
1657	95.11%	191.02
1651	95.09%	95.69
1572	95.04%	147.69
1629	95.46%	68.67
1632	94.91%	92.82
1626	96.19%	120.46
1653	95.04%	140.67
1648	96.18%	119.1
1676	95.94%	92.32
1623	95.26%	193.15
1589	94.46%	97.31
1678	95.23%	140.25
1673	94.80%	92.1
1656	95.23%	95.1
1634	95.96%	145.61
1579	95.12%	68.73
1702	95.30%	117.78
1579	95.57%	96.39
1614	95.85%	144.77
1641	95.31%	71.54
1691	96.27%	118.32
1588	96.79%	97
1713	95.86%	101.72
1609	95.96%	153.99
1713	95.80%	180.81
1589	95.15%	96.77
1664	95.49%	98.13
1582	95.58%	5221.37
1680	96.37%	117.24
1672	95.16%	165.03
1612	95.47%	95.89
1644	95.68%	118.7
1645	96.60%	191.35
1668	95.74%	141.77
1713	95.86%	162.74
1705	96.30%	120
1610	95.28%	169.49
1653	96.31%	93.49
1481	95.81%	152.65
1575	95.37%	149.29
1571	95.74%	97.02
1586	95.59%	121.12
1597	95.62%	96.17
1608	95.09%	145.2
1710	95.15%	93.08
1568	96.05%	118.41
1652	96.67%	121.46
1572	95.29%	119.82
1584	95.14%	96.65
1518	94.73%	125.3
1608	95.71%	121.17
1627	95.64%	147.27
1568	95.73%	100.58
1639	95.12%	144.35
1633	95.04%	124.78
1624	95.69%	123.25
1572	95.99%	175.35
1601	95.32%	170.86
1505	96.21%	126.29
1556	94.86%	97.87
1587	95.09%	97.16
1533	95.11%	124.47
1620	95.80%	71.2
1522	94.35%	72.87
1492	95.38%	176.72
1485	95.69%	124.58
1509	95.63%	126.47
1567	95.28%	73.01
1534	96.02%	96.79
1513	95.31%	98.76
1558	96.34%	74.49
1486	95.29%	126.09
1525	96%	96.91
1607	95.52%	194.15
1457	96.02%	101.49
1494	95.58%	102.6
1485	96.30%	72.72
1538	96.75%	97.82
1451	96.55%	127.85
1529	95.16%	100.75
1558	96.02%	176.19
1505	95.42%	98.46
1475	95.73%	71.86
1489	95.37%	153.01
1517	95.32%	98.56
1428	95.52%	101.68
1460	95.68%	98.99
1458	94.72%	2844.32
1456	94.30%	127.05
1482	94.33%	129.63
1435	96.45%	128.43
1411	96.10%	130.93
1424	95.37%	101.81
1404	96.23%	72.91
1414	96.04%	75.22
1410	95.96%	72.67
1501	95.60%	99.15
1534	96.54%	154.18
1464	96.17%	156.5
1441	95.84%	100.49
1476	96.41%	157.53
1480	95.81%	155.09
1410	94.75%	130.71
1380	96.52%	103.63
1441	95.98%	102.11
1461	95.76%	127.92
1397	95.28%	188.24
1411	96.60%	186.8
1489	96.04%	210.23
1432	95.74%	98.31
1400	96.64%	131.43
1456	95.54%	101.81
1385	95.31%	72.75
1421	95.64%	130.81
1340	95.67%	75.72
1379	95.65%	74.26
1372	97.16%	75.14
1351	94.82%	162.93
1352	96.38%	193.95
1337	96.93%	107.84
1416	95.27%	104.81
1290	95.50%	105.61
1355	95.87%	73.8
1261	94.85%	168.74
1377	96.51%	74.26
1307	95.33%	103.44
1373	96.21%	74.32
1346	95.39%	73.66
1317	95.14%	134.55
1244	95.90%	76.23
1328	95.86%	106.08
1256	95.14%	76.63
1286	95.33%	105.81
1200	96.25%	179.3
1191	96.56%	108.36
1243	96.86%	108.25
1197	95.49%	174.51
1223	97.38%	171.86
1249	95.52%	107.04
1230	94.96%	143
1143	95.36%	77.08
1179	95.34%	111.52
1204	94.77%	210.67
1183	94.93%	112.28
1173	94.46%	76.58
1208	96.27%	149.99
1197	94.40%	109.38
1155	93.59%	74.92
1108	95.13%	187.75
1182	96.45%	111.87
1121	95.72%	77.38
1134	96.83%	146.99
1085	95.58%	76.02
1098	96.36%	113.27
1058	94.33%	192.97
1092	95.60%	150.76
1052	95.82%	76.56
1054	96.96%	115.26
1103	96.83%	257.46
1111	95.41%	115.15
1075	96.28%	188.95
1129	96.46%	148.43
1011	96.83%	198.47
1043	96.93%	118.13
